i	Energy (cm-1)	gi	J	Uncertainty (cm-1)	Total_Parity	e/f	State	v	Λ	Σ	Ω	Label	Calc
844	30825.08375300	94	23	6.17000000	-	e	X1Sigma+	13	0	0	0	Ca	30825.08375300
845	30833.60887000	34	8	1.52000000	+	e	X1Sigma+	16	0	0	0	Ca	30833.60887000
846	30871.89019300	78	19	4.10000000	+	f	A1Pi	3	1	0	1	Ca	30871.89019300
847	30879.95682200	22	5	0.90000000	+	f	A1Pi	6	1	0	1	Ca	30879.95682200
848	30880.71466413	22	5	0.90000000	-	e	A1Pi	6	1	0	1	Ca	30880.71466413
849	30882.69741540	78	19	4.10000000	-	e	A1Pi	3	1	0	1	Ca	30882.69741540
850	30896.82906000	62	15	3.15000000	-	e	X1Sigma+	15	0	0	0	Ca	30896.82906000
851	30933.11694600	66	16	3.12000000	-	f	A1Pi	4	1	0	1	Ca	30933.11694600
852	30934.46728700	90	22	5.26000000	-	f	A1Pi	2	1	0	1	Ca	30934.46728700
853	30935.75441100	38	9	1.70000000	-	e	X1Sigma+	16	0	0	0	Ca	30935.75441100
854	30937.53874700	50	12	2.06000000	-	f	A1Pi	5	1	0	1	Ca	30937.53874700
855	30940.42049781	66	16	3.12000000	+	e	A1Pi	4	1	0	1	Ca	30940.42049781
856	30941.60964980	50	12	2.06000000	+	e	A1Pi	5	1	0	1	Ca	30941.60964980
857	30950.37292973	90	22	5.26000000	+	e	A1Pi	2	1	0	1	Ca	30950.37292973
858	30952.13650000	26	6	1.02000000	-	f	A1Pi	6	1	0	1	Ca	30952.13650000
859	30953.19747898	26	6	1.02000000	+	e	A1Pi	6	1	0	1	Ca	30953.19747898
860	30964.22507500	186	46	21.82000000	+	e	X1Sigma+	4	0	0	0	Ca	30964.22507500
861	30986.89392300	194	48	23.67000000	+	e	X1Sigma+	3	0	0	0	Ca	30986.89392300
862	30988.44803000	178	44	20.05000000	+	e	X1Sigma+	5	0	0	0	Ca	30988.44803000
863	30995.03946400	142	35	13.05000000	-	e	X1Sigma+	9	0	0	0	Ca	30995.03946400
864	31016.91416400	82	20	4.90000000	+	e	X1Sigma+	14	0	0	0	Ca	31016.91416400
865	31035.58031300	30	7	1.16000000	+	f	A1Pi	6	1	0	1	Ca	31035.58031300
866	31036.99495164	30	7	1.16000000	-	e	A1Pi	6	1	0	1	Ca	31036.99495164
867	31047.93928200	42	10	1.90000000	+	e	X1Sigma+	16	0	0	0	Ca	31047.93928200
868	31053.61094200	110	27	7.56000000	+	f	A1Pi	0	1	0	1	Ca	31053.61094200
869	31056.26957400	170	42	18.36000000	+	e	X1Sigma+	6	0	0	0	Ca	31056.26957400
870	31059.43494500	202	50	25.60000000	+	e	X1Sigma+	2	0	0	0	Ca	31059.43494500
871	31064.66351200	110	27	8.16000000	-	e	X1Sigma+	12	0	0	0	Ca	31064.66351200
872	31082.17760057	110	27	7.56000000	-	e	A1Pi	0	1	0	1	Ca	31082.17760057
873	31083.26024900	66	16	3.47000000	+	e	X1Sigma+	15	0	0	0	Ca	31083.26024900
874	31099.20956500	54	13	2.32000000	+	f	A1Pi	5	1	0	1	Ca	31099.20956500
875	31099.87551300	122	30	9.85000000	+	e	X1Sigma+	11	0	0	0	Ca	31099.87551300
876	31103.95895160	54	13	2.32000000	-	e	A1Pi	5	1	0	1	Ca	31103.95895160
877	31123.84274600	98	24	6.65000000	+	e	X1Sigma+	13	0	0	0	Ca	31123.84274600
878	31129.93000000	34	8	1.32000000	-	f	A1Pi	6	1	0	1	Ca	31129.93000000
879	31131.74882111	34	8	1.32000000	+	e	A1Pi	6	1	0	1	Ca	31131.74882111
880	31139.30382100	102	25	6.60000000	+	f	A1Pi	1	1	0	1	Ca	31139.30382100
881	31146.16899100	82	20	4.50000000	-	f	A1Pi	3	1	0	1	Ca	31146.16899100
882	31154.12937300	70	17	3.46000000	+	f	A1Pi	4	1	0	1	Ca	31154.12937300
883	31158.11381575	82	20	4.50000000	+	e	A1Pi	3	1	0	1	Ca	31158.11381575
884	31161.87605733	102	25	6.60000000	-	e	A1Pi	1	1	0	1	Ca	31161.87605733
885	31162.34586878	70	17	3.46000000	-	e	A1Pi	4	1	0	1	Ca	31162.34586878
886	31163.98687700	162	40	16.75000000	+	e	X1Sigma+	7	0	0	0	Ca	31163.98687700
887	31169.72781300	46	11	2.12000000	-	e	X1Sigma+	16	0	0	0	Ca	31169.72781300
888	31184.61870900	210	52	27.61000000	+	e	X1Sigma+	1	0	0	0	Ca	31184.61870900
889	31234.77198900	38	9	1.50000000	+	f	A1Pi	6	1	0	1	Ca	31234.77198900
890	31237.04551539	38	9	1.50000000	-	e	A1Pi	6	1	0	1	Ca	31237.04551539
891	31237.12407800	134	33	11.72000000	-	e	X1Sigma+	10	0	0	0	Ca	31237.12407800
892	31264.79777600	94	23	5.72000000	+	f	A1Pi	2	1	0	1	Ca	31264.79777600
893	31266.76188000	86	21	5.32000000	-	e	X1Sigma+	14	0	0	0	Ca	31266.76188000
894	31270.07199300	58	14	2.60000000	-	f	A1Pi	5	1	0	1	Ca	31270.07199300
895	31271.23893500	2	0	0.85000000	+	e	X1Sigma+	17	0	0	0	Ca	31271.23893500
896	31275.55205447	58	14	2.60000000	+	e	A1Pi	5	1	0	1	Ca	31275.55205447
897	31277.60917200	70	17	3.81000000	-	e	X1Sigma+	15	0	0	0	Ca	31277.60917200
898	31281.60186800	6	1	0.87000000	-	e	X1Sigma+	17	0	0	0	Ca	31281.60186800
899	31282.14938625	94	23	5.72000000	-	e	A1Pi	2	1	0	1	Ca	31282.14938625
900	31300.62789900	50	12	2.36000000	+	e	X1Sigma+	16	0	0	0	Ca	31300.62789900
901	31302.28227800	10	2	0.91000000	+	e	X1Sigma+	17	0	0	0	Ca	31302.28227800
902	31307.38362400	154	38	15.22000000	+	e	X1Sigma+	8	0	0	0	Ca	31307.38362400
903	31333.18889000	14	3	0.97000000	-	e	X1Sigma+	17	0	0	0	Ca	31333.18889000
904	31349.63500800	42	10	1.70000000	-	f	A1Pi	6	1	0	1	Ca	31349.63500800
905	31352.41376248	42	10	1.70000000	+	e	A1Pi	6	1	0	1	Ca	31352.41376248
906	31365.13576800	218	54	29.70000000	+	e	X1Sigma+	0	0	0	0	Ca	31365.13576800
907	31374.18385700	18	4	1.05000000	+	e	X1Sigma+	17	0	0	0	Ca	31374.18385700
908	31375.36384900	6	1	0.72000000	+	f	A1Pi	7	1	0	1	Ca	31375.36384900
909	31375.41150330	6	1	0.72000000	-	e	A1Pi	7	1	0	1	Ca	31375.41150330
910	31382.61095100	74	18	3.82000000	-	f	A1Pi	4	1	0	1	Ca	31382.61095100
911	31391.79409335	74	18	3.82000000	+	e	A1Pi	4	1	0	1	Ca	31391.79409335
912	31396.97212400	10	2	0.76000000	-	f	A1Pi	7	1	0	1	Ca	31396.97212400
913	31397.11508689	10	2	0.76000000	+	e	A1Pi	7	1	0	1	Ca	31397.11508689
914	31416.43859200	114	28	8.72000000	+	e	X1Sigma+	12	0	0	0	Ca	31416.43859200
915	31425.08159900	22	5	1.15000000	-	e	X1Sigma+	17	0	0	0	Ca	31425.08159900
916	31426.37066000	86	21	4.92000000	+	f	A1Pi	3	1	0	1	Ca	31426.37066000
917	31427.77985700	102	25	7.15000000	-	e	X1Sigma+	13	0	0	0	Ca	31427.77985700
918	31429.25433900	14	3	0.82000000	+	f	A1Pi	7	1	0	1	Ca	31429.25433900
919	31429.54026478	14	3	0.82000000	-	e	A1Pi	7	1	0	1	Ca	31429.54026478
920	31439.50996723	86	21	4.92000000	-	e	A1Pi	3	1	0	1	Ca	31439.50996723
921	31440.08577000	54	13	2.62000000	-	e	X1Sigma+	16	0	0	0	Ca	31440.08577000
922	31449.36858500	62	15	2.90000000	+	f	A1Pi	5	1	0	1	Ca	31449.36858500
923	31455.63151239	62	15	2.90000000	-	e	A1Pi	5	1	0	1	Ca	31455.63151239
924	31472.05341400	18	4	0.90000000	-	f	A1Pi	7	1	0	1	Ca	31472.05341400
925	31472.52995696	18	4	0.90000000	+	e	A1Pi	7	1	0	1	Ca	31472.52995696
926	31473.98680400	46	11	1.92000000	+	f	A1Pi	6	1	0	1	Ca	31473.98680400
927	31477.32130937	46	11	1.92000000	-	e	A1Pi	6	1	0	1	Ca	31477.32130937
928	31479.09675800	74	18	4.17000000	+	e	X1Sigma+	15	0	0	0	Ca	31479.09675800
929	31481.60962700	146	36	13.77000000	+	e	X1Sigma+	9	0	0	0	Ca	31481.60962700
930	31485.64716200	26	6	1.27000000	+	e	X1Sigma+	17	0	0	0	Ca	31485.64716200
931	31498.47400800	126	31	10.47000000	-	e	X1Sigma+	11	0	0	0	Ca	31498.47400800
932	31505.88417700	114	28	8.12000000	-	f	A1Pi	0	1	0	1	Ca	31505.88417700
933	31522.44711100	90	22	5.76000000	+	e	X1Sigma+	14	0	0	0	Ca	31522.44711100
934	31525.15843100	22	5	1.00000000	+	f	A1Pi	7	1	0	1	Ca	31525.15843100
935	31525.87324544	22	5	1.00000000	-	e	A1Pi	7	1	0	1	Ca	31525.87324544
936	31528.48248000	106	26	7.12000000	-	f	A1Pi	1	1	0	1	Ca	31528.48248000
937	31536.56688435	114	28	8.12000000	+	e	A1Pi	0	1	0	1	Ca	31536.56688435
938	31552.86049524	106	26	7.12000000	+	e	A1Pi	1	1	0	1	Ca	31552.86049524
939	31555.59403400	30	7	1.41000000	-	e	X1Sigma+	17	0	0	0	Ca	31555.59403400
940	31587.47929900	58	14	2.90000000	+	e	X1Sigma+	16	0	0	0	Ca	31587.47929900
941	31588.30321000	26	6	1.12000000	-	f	A1Pi	7	1	0	1	Ca	31588.30321000
942	31589.30395022	26	6	1.12000000	+	e	A1Pi	7	1	0	1	Ca	31589.30395022
943	31598.82404500	98	24	6.20000000	-	f	A1Pi	2	1	0	1	Ca	31598.82404500
944	31607.22961900	50	12	2.16000000	-	f	A1Pi	6	1	0	1	Ca	31607.22961900
945	31611.17039807	50	12	2.16000000	+	e	A1Pi	6	1	0	1	Ca	31611.17039807
946	31617.54274100	78	19	4.20000000	+	f	A1Pi	4	1	0	1	Ca	31617.54274100
947	31617.68449092	98	24	6.20000000	+	e	A1Pi	2	1	0	1	Ca	31617.68449092
948	31627.74623250	78	19	4.20000000	-	e	A1Pi	4	1	0	1	Ca	31627.74623250
949	31634.58129200	34	8	1.57000000	+	e	X1Sigma+	17	0	0	0	Ca	31634.58129200
950	31636.26580100	66	16	3.22000000	-	f	A1Pi	5	1	0	1	Ca	31636.26580100
951	31638.47932200	182	45	20.95000000	-	e	X1Sigma+	5	0	0	0	Ca	31638.47932200
952	31643.36378537	66	16	3.22000000	+	e	A1Pi	5	1	0	1	Ca	31643.36378537
953	31653.01758500	190	47	22.76000000	-	e	X1Sigma+	4	0	0	0	Ca	31653.01758500
954	31661.16433000	30	7	1.26000000	+	f	A1Pi	7	1	0	1	Ca	31661.16433000
955	31662.49865029	30	7	1.26000000	-	e	A1Pi	7	1	0	1	Ca	31662.49865029
956	31666.78472500	174	43	19.22000000	-	e	X1Sigma+	6	0	0	0	Ca	31666.78472500
957	31681.03640600	138	34	12.40000000	+	e	X1Sigma+	10	0	0	0	Ca	31681.03640600
958	31686.85422100	78	19	4.55000000	-	e	X1Sigma+	15	0	0	0	Ca	31686.85422100
959	31711.24843100	90	22	5.36000000	-	f	A1Pi	3	1	0	1	Ca	31711.24843100
960	31713.72188400	198	49	24.65000000	-	e	X1Sigma+	3	0	0	0	Ca	31713.72188400
961	31722.20991900	38	9	1.75000000	-	e	X1Sigma+	17	0	0	0	Ca	31722.20991900
962	31725.63910082	90	22	5.36000000	+	e	A1Pi	3	1	0	1	Ca	31725.63910082
963	31734.21490000	166	41	17.57000000	-	e	X1Sigma+	7	0	0	0	Ca	31734.21490000
964	31735.77017700	106	26	7.67000000	+	e	X1Sigma+	13	0	0	0	Ca	31735.77017700
965	31742.10929700	62	15	3.20000000	-	e	X1Sigma+	16	0	0	0	Ca	31742.10929700
966	31743.35840700	34	8	1.42000000	-	f	A1Pi	7	1	0	1	Ca	31743.35840700
967	31745.07396166	34	8	1.42000000	+	e	A1Pi	7	1	0	1	Ca	31745.07396166
968	31748.69393100	54	13	2.42000000	+	f	A1Pi	6	1	0	1	Ca	31748.69393100
969	31753.29150659	54	13	2.42000000	-	e	A1Pi	6	1	0	1	Ca	31753.29150659
970	31771.33466400	118	29	9.30000000	-	e	X1Sigma+	12	0	0	0	Ca	31771.33466400
971	31782.91780300	94	23	6.22000000	-	e	X1Sigma+	14	0	0	0	Ca	31782.91780300
972	31818.01806700	42	10	1.95000000	+	e	X1Sigma+	17	0	0	0	Ca	31818.01806700
973	31823.62580100	206	51	26.62000000	-	e	X1Sigma+	2	0	0	0	Ca	31823.62580100
974	31829.84282900	70	17	3.56000000	+	f	A1Pi	5	1	0	1	Ca	31829.84282900
975	31834.43838100	38	9	1.60000000	+	f	A1Pi	7	1	0	1	Ca	31834.43838100
976	31836.54384700	158	39	16.00000000	-	e	X1Sigma+	8	0	0	0	Ca	31836.54384700
977	31836.58282433	38	9	1.60000000	-	e	A1Pi	7	1	0	1	Ca	31836.58282433
978	31837.82806142	70	17	3.56000000	-	e	A1Pi	5	1	0	1	Ca	31837.82806142
979	31857.80846200	82	20	4.60000000	-	f	A1Pi	4	1	0	1	Ca	31857.80846200
980	31869.08600523	82	20	4.60000000	+	e	A1Pi	4	1	0	1	Ca	31869.08600523
981	31897.62967600	58	14	2.70000000	-	f	A1Pi	6	1	0	1	Ca	31897.62967600
982	31899.08257400	130	32	11.11000000	+	e	X1Sigma+	11	0	0	0	Ca	31899.08257400
983	31899.90636700	82	20	4.95000000	+	e	X1Sigma+	15	0	0	0	Ca	31899.90636700
984	31902.93457091	58	14	2.70000000	+	e	A1Pi	6	1	0	1	Ca	31902.93457091
985	31903.18802500	66	16	3.52000000	+	e	X1Sigma+	16	0	0	0	Ca	31903.18802500
986	31918.33216100	110	27	7.66000000	+	f	A1Pi	1	1	0	1	Ca	31918.33216100
987	31921.47493300	46	11	2.17000000	-	e	X1Sigma+	17	0	0	0	Ca	31921.47493300
988	31923.76581100	6	1	0.82000000	+	f	A1Pi	8	1	0	1	Ca	31923.76581100
989	31923.80891773	6	1	0.82000000	-	e	A1Pi	8	1	0	1	Ca	31923.80891773
990	31933.88846500	42	10	1.80000000	-	f	A1Pi	7	1	0	1	Ca	31933.88846500
991	31934.98249500	102	25	6.70000000	+	f	A1Pi	2	1	0	1	Ca	31934.98249500
992	31936.50945129	42	10	1.80000000	+	e	A1Pi	7	1	0	1	Ca	31936.50945129
993	31942.31923200	10	2	0.86000000	-	f	A1Pi	8	1	0	1	Ca	31942.31923200
994	31942.44855220	10	2	0.86000000	+	e	A1Pi	8	1	0	1	Ca	31942.44855220
995	31944.58540818	110	27	7.66000000	-	e	A1Pi	1	1	0	1	Ca	31944.58540818
996	31950.44020600	2	0	0.90000000	+	e	X1Sigma+	18	0	0	0	Ca	31950.44020600
997	31955.41464475	102	25	6.70000000	-	e	A1Pi	2	1	0	1	Ca	31955.41464475
998	31957.60074500	118	29	8.70000000	+	f	A1Pi	0	1	0	1	Ca	31957.60074500
999	31959.05677900	6	1	0.92000000	-	e	X1Sigma+	18	0	0	0	Ca	31959.05677900
1000	31968.91379800	150	37	14.51000000	-	e	X1Sigma+	9	0	0	0	Ca	31968.91379800
1001	31970.00683000	14	3	0.92000000	+	f	A1Pi	8	1	0	1	Ca	31970.00683000
1002	31970.26547041	14	3	0.92000000	-	e	A1Pi	8	1	0	1	Ca	31970.26547041
1003	31976.23562500	10	2	0.96000000	+	e	X1Sigma+	18	0	0	0	Ca	31976.23562500
1004	31985.59518000	214	53	28.67000000	-	e	X1Sigma+	1	0	0	0	Ca	31985.59518000
1005	31990.47507431	118	29	8.70000000	-	e	A1Pi	0	1	0	1	Ca	31990.47507431
1006	31999.44130000	94	23	5.82000000	+	f	A1Pi	3	1	0	1	Ca	31999.44130000
1007	32001.86753100	14	3	1.02000000	-	e	X1Sigma+	18	0	0	0	Ca	32001.86753100
1008	32006.65593600	18	4	1.00000000	-	f	A1Pi	8	1	0	1	Ca	32006.65593600
1009	32007.08700335	18	4	1.00000000	+	e	A1Pi	8	1	0	1	Ca	32007.08700335
1010	32015.14021253	94	23	5.82000000	-	e	A1Pi	3	1	0	1	Ca	32015.14021253
1011	32029.07522800	74	18	3.92000000	-	f	A1Pi	5	1	0	1	Ca	32029.07522800
1012	32031.97276600	50	12	2.41000000	+	e	X1Sigma+	17	0	0	0	Ca	32031.97276600
1013	32035.78709300	18	4	1.10000000	+	e	X1Sigma+	18	0	0	0	Ca	32035.78709300
1014	32037.99989953	74	18	3.92000000	+	e	A1Pi	5	1	0	1	Ca	32037.99989953
1015	32041.11720200	46	11	2.02000000	+	f	A1Pi	7	1	0	1	Ca	32041.11720200
1016	32044.26238555	46	11	2.02000000	-	e	A1Pi	7	1	0	1	Ca	32044.26238555
1017	32046.54728800	110	27	8.21000000	-	e	X1Sigma+	13	0	0	0	Ca	32046.54728800
1018	32046.98722200	98	24	6.70000000	+	e	X1Sigma+	14	0	0	0	Ca	32046.98722200
1019	32052.03346200	22	5	1.10000000	+	f	A1Pi	8	1	0	1	Ca	32052.03346200
1020	32052.68006302	22	5	1.10000000	-	e	A1Pi	8	1	0	1	Ca	32052.68006302
1021	32053.19379500	62	15	3.00000000	+	f	A1Pi	6	1	0	1	Ca	32053.19379500
1022	32059.25653204	62	15	3.00000000	-	e	A1Pi	6	1	0	1	Ca	32059.25653204
1023	32069.82368100	70	17	3.86000000	-	e	X1Sigma+	16	0	0	0	Ca	32069.82368100
1024	32077.77072900	22	5	1.20000000	-	e	X1Sigma+	18	0	0	0	Ca	32077.77072900
1025	32102.17247500	86	21	5.02000000	+	f	A1Pi	4	1	0	1	Ca	32102.17247500
1026	32105.84316100	26	6	1.22000000	-	f	A1Pi	8	1	0	1	Ca	32105.84316100
1027	32106.74840243	26	6	1.22000000	+	e	A1Pi	8	1	0	1	Ca	32106.74840243
1028	32114.57777256	86	21	5.02000000	-	e	A1Pi	4	1	0	1	Ca	32114.57777256
1029	32117.14840700	86	21	5.37000000	-	e	X1Sigma+	15	0	0	0	Ca	32117.14840700
1030	32125.68779300	142	35	13.10000000	-	e	X1Sigma+	10	0	0	0	Ca	32125.68779300
1031	32127.53382700	26	6	1.32000000	+	e	X1Sigma+	18	0	0	0	Ca	32127.53382700
1032	32128.00547600	122	30	9.90000000	+	e	X1Sigma+	12	0	0	0	Ca	32128.00547600
1033	32148.81627200	54	13	2.67000000	-	e	X1Sigma+	17	0	0	0	Ca	32148.81627200
1034	32155.44782600	50	12	2.26000000	-	f	A1Pi	7	1	0	1	Ca	32155.44782600
1035	32159.16486110	50	12	2.26000000	+	e	A1Pi	7	1	0	1	Ca	32159.16486110
1036	32167.72176900	30	7	1.36000000	+	f	A1Pi	8	1	0	1	Ca	32167.72176900
1037	32168.92875757	30	7	1.36000000	-	e	A1Pi	8	1	0	1	Ca	32168.92875757
1038	32184.72686900	30	7	1.46000000	-	e	X1Sigma+	18	0	0	0	Ca	32184.72686900
1039	32202.48695900	222	55	30.80000000	-	e	X1Sigma+	0	0	0	0	Ca	32202.48695900
1040	32214.43217300	66	16	3.32000000	-	f	A1Pi	6	1	0	1	Ca	32214.43217300
1041	32221.30327497	66	16	3.32000000	+	e	A1Pi	6	1	0	1	Ca	32221.30327497
1042	32232.81041700	78	19	4.30000000	+	f	A1Pi	5	1	0	1	Ca	32232.81041700
1043	32237.23368600	34	8	1.52000000	-	f	A1Pi	8	1	0	1	Ca	32237.23368600
1044	32238.78552845	34	8	1.52000000	+	e	A1Pi	8	1	0	1	Ca	32238.78552845
1045	32240.99887300	74	18	4.22000000	+	e	X1Sigma+	16	0	0	0	Ca	32240.99887300
1046	32242.72671870	78	19	4.30000000	-	e	A1Pi	5	1	0	1	Ca	32242.72671870
1047	32248.93023500	34	8	1.62000000	+	e	X1Sigma+	18	0	0	0	Ca	32248.93023500
1048	32271.20826600	58	14	2.95000000	+	e	X1Sigma+	17	0	0	0	Ca	32271.20826600
1049	32271.56131700	106	26	7.22000000	-	f	A1Pi	2	1	0	1	Ca	32271.56131700
1050	32276.04617200	178	44	20.10000000	+	e	X1Sigma+	6	0	0	0	Ca	32276.04617200
1051	32276.10465900	54	13	2.52000000	+	f	A1Pi	7	1	0	1	Ca	32276.10465900
1052	32280.44119995	54	13	2.52000000	-	e	A1Pi	7	1	0	1	Ca	32280.44119995
1053	32286.81545900	186	46	21.87000000	+	e	X1Sigma+	5	0	0	0	Ca	32286.81545900
1054	32289.44349800	98	24	6.30000000	-	f	A1Pi	3	1	0	1	Ca	32289.44349800
1055	32293.62803873	106	26	7.22000000	+	e	A1Pi	2	1	0	1	Ca	32293.62803873
1056	32300.27254900	134	33	11.77000000	-	e	X1Sigma+	11	0	0	0	Ca	32300.27254900
1057	32303.51214800	170	42	18.41000000	+	e	X1Sigma+	7	0	0	0	Ca	32303.51214800
1058	32306.50753336	98	24	6.30000000	+	e	A1Pi	3	1	0	1	Ca	32306.50753336
1059	32306.77207000	114	28	8.22000000	-	f	A1Pi	1	1	0	1	Ca	32306.77207000
1060	32313.29747000	102	25	7.20000000	-	e	X1Sigma+	14	0	0	0	Ca	32313.29747000
1061	32313.86362100	38	9	1.70000000	+	f	A1Pi	8	1	0	1	Ca	32313.86362100
1062	32315.80342406	38	9	1.70000000	-	e	A1Pi	8	1	0	1	Ca	32315.80342406
1063	32319.64725700	38	9	1.80000000	-	e	X1Sigma+	18	0	0	0	Ca	32319.64725700
1064	32334.97000216	114	28	8.22000000	+	e	A1Pi	1	1	0	1	Ca	32334.97000216
1065	32337.31261200	90	22	5.81000000	+	e	X1Sigma+	15	0	0	0	Ca	32337.31261200
1066	32339.55889800	194	48	23.72000000	+	e	X1Sigma+	4	0	0	0	Ca	32339.55889800
1067	32349.24527500	90	22	5.46000000	-	f	A1Pi	4	1	0	1	Ca	32349.24527500
1068	32353.85091800	6	1	0.92000000	+	f	A1Pi	9	1	0	1	Ca	32353.85091800
1069	32353.88758610	6	1	0.92000000	-	e	A1Pi	9	1	0	1	Ca	32353.88758610
1070	32358.66252300	114	28	8.77000000	+	e	X1Sigma+	13	0	0	0	Ca	32358.66252300
1071	32362.83202947	90	22	5.46000000	+	e	A1Pi	4	1	0	1	Ca	32362.83202947
1072	32364.96987600	162	40	16.80000000	+	e	X1Sigma+	8	0	0	0	Ca	32364.96987600
1073	32369.16837800	10	2	0.96000000	-	f	A1Pi	9	1	0	1	Ca	32369.16837800
1074	32369.27838229	10	2	0.96000000	+	e	A1Pi	9	1	0	1	Ca	32369.27838229
1075	32380.25273600	70	17	3.66000000	+	f	A1Pi	6	1	0	1	Ca	32380.25273600
1076	32387.98272572	70	17	3.66000000	-	e	A1Pi	6	1	0	1	Ca	32387.98272572
1077	32391.98105800	14	3	1.02000000	+	f	A1Pi	9	1	0	1	Ca	32391.98105800
1078	32392.20106657	14	3	1.02000000	-	e	A1Pi	9	1	0	1	Ca	32392.20106657
1079	32396.29486900	42	10	2.00000000	+	e	X1Sigma+	18	0	0	0	Ca	32396.29486900
1080	32397.00635000	42	10	1.90000000	-	f	A1Pi	8	1	0	1	Ca	32397.00635000
1081	32398.22969200	62	15	3.25000000	-	e	X1Sigma+	17	0	0	0	Ca	32398.22969200
1082	32399.37722041	42	10	1.90000000	+	e	A1Pi	8	1	0	1	Ca	32399.37722041
1083	32402.19342900	58	14	2.80000000	-	f	A1Pi	7	1	0	1	Ca	32402.19342900
1084	32406.13147700	122	30	9.30000000	-	f	A1Pi	0	1	0	1	Ca	32406.13147700
1085	32407.19713009	58	14	2.80000000	+	e	A1Pi	7	1	0	1	Ca	32407.19713009
1086	32415.53966300	78	19	4.60000000	-	e	X1Sigma+	16	0	0	0	Ca	32415.53966300
1087	32422.08982300	18	4	1.10000000	-	f	A1Pi	9	1	0	1	Ca	32422.08982300
1088	32422.45650396	18	4	1.10000000	+	e	A1Pi	9	1	0	1	Ca	32422.45650396
1089	32437.62861900	202	50	25.65000000	+	e	X1Sigma+	3	0	0	0	Ca	32437.62861900
1090	32438.03221100	2	0	0.95000000	+	e	X1Sigma+	19	0	0	0	Ca	32438.03221100
1091	32439.72971300	82	20	4.70000000	-	f	A1Pi	5	1	0	1	Ca	32439.72971300
1092	32441.27300143	122	30	9.30000000	+	e	A1Pi	0	1	0	1	Ca	32441.27300143
1093	32444.67011000	6	1	0.97000000	-	e	X1Sigma+	19	0	0	0	Ca	32444.67011000
1094	32450.68983593	82	20	4.70000000	+	e	A1Pi	5	1	0	1	Ca	32450.68983593
1095	32455.54129000	154	38	15.27000000	+	e	X1Sigma+	9	0	0	0	Ca	32455.54129000
1096	32457.88009700	10	2	1.01000000	+	e	X1Sigma+	19	0	0	0	Ca	32457.88009700
1097	32459.22399700	22	5	1.20000000	+	f	A1Pi	9	1	0	1	Ca	32459.22399700
1098	32459.77401843	22	5	1.20000000	-	e	A1Pi	9	1	0	1	Ca	32459.77401843
1099	32477.52951700	14	3	1.07000000	-	e	X1Sigma+	19	0	0	0	Ca	32477.52951700
1100	32478.19078200	46	11	2.22000000	-	e	X1Sigma+	18	0	0	0	Ca	32478.19078200
1101	32484.90748300	126	31	10.52000000	-	e	X1Sigma+	12	0	0	0	Ca	32484.90748300
1102	32485.95219500	46	11	2.12000000	+	f	A1Pi	8	1	0	1	Ca	32485.95219500
1103	32488.79723949	46	11	2.12000000	-	e	A1Pi	8	1	0	1	Ca	32488.79723949
1104	32503.03630800	26	6	1.32000000	-	f	A1Pi	9	1	0	1	Ca	32503.03630800
1105	32503.41671200	18	4	1.15000000	+	e	X1Sigma+	19	0	0	0	Ca	32503.41671200
1106	32503.80633801	26	6	1.32000000	+	e	A1Pi	9	1	0	1	Ca	32503.80633801
1107	32528.81070000	66	16	3.57000000	+	e	X1Sigma+	17	0	0	0	Ca	32528.81070000
1108	32532.67190300	62	15	3.10000000	+	f	A1Pi	7	1	0	1	Ca	32532.67190300
1109	32535.26755800	22	5	1.25000000	-	e	X1Sigma+	19	0	0	0	Ca	32535.26755800
1110	32538.39041854	62	15	3.10000000	-	e	A1Pi	7	1	0	1	Ca	32538.39041854
1111	32549.38385800	74	18	4.02000000	-	f	A1Pi	6	1	0	1	Ca	32549.38385800
1112	32553.09562300	30	7	1.46000000	+	f	A1Pi	9	1	0	1	Ca	32553.09562300
1113	32554.12232967	30	7	1.46000000	-	e	A1Pi	9	1	0	1	Ca	32554.12232967
1114	32558.02325828	74	18	4.02000000	+	e	A1Pi	6	1	0	1	Ca	32558.02325828
1115	32558.91815300	94	23	6.27000000	-	e	X1Sigma+	15	0	0	0	Ca	32558.91815300
1116	32564.53537800	50	12	2.46000000	+	e	X1Sigma+	18	0	0	0	Ca	32564.53537800
1117	32569.56173300	146	36	13.82000000	+	e	X1Sigma+	10	0	0	0	Ca	32569.56173300
1118	32572.73038100	26	6	1.37000000	+	e	X1Sigma+	19	0	0	0	Ca	32572.73038100
1119	32579.55357200	102	25	6.80000000	+	f	A1Pi	3	1	0	1	Ca	32579.55357200
1120	32579.86587300	50	12	2.36000000	-	f	A1Pi	8	1	0	1	Ca	32579.86587300
1121	32580.26440100	106	26	7.72000000	+	e	X1Sigma+	14	0	0	0	Ca	32580.26440100
1122	32583.22819831	50	12	2.36000000	+	e	A1Pi	8	1	0	1	Ca	32583.22819831
1123	32584.10887400	210	52	27.66000000	+	e	X1Sigma+	2	0	0	0	Ca	32584.10887400
1124	32592.06888400	82	20	5.00000000	+	e	X1Sigma+	16	0	0	0	Ca	32592.06888400
1125	32597.42717200	94	23	5.92000000	+	f	A1Pi	4	1	0	1	Ca	32597.42717200
