i	Energy (cm-1)	gi	J	Uncertainty (cm-1)	Total_Parity	e/f	State	v	Λ	Σ	Ω	Label	Calc
597	28162.390833	22	5	0.600000	+	f	A1Pi	3	1	0	1	Ca	28162.390833
598	28163.244035	22	5	0.600000	-	e	A1Pi	3	1	0	1	Ca	28163.244035
599	28177.743589	106	26	7.520000	+	e	X1Sigma+	10	0	0	0	Ca	28177.743589
600	28183.272961	2	0	0.700000	+	e	X1Sigma+	14	0	0	0	Ca	28183.272961
601	28197.657181	6	1	0.720000	-	e	X1Sigma+	14	0	0	0	Ca	28197.657181
602	28226.393993	10	2	0.760000	+	e	X1Sigma+	14	0	0	0	Ca	28226.393993
603	28227.886643	70	17	3.160000	+	f	A1Pi	1	1	0	1	Ca	28227.886643
604	28238.512957	70	17	3.160000	-	e	A1Pi	1	1	0	1	Ca	28238.512957
605	28251.673136	142	35	12.950000	-	e	X1Sigma+	7	0	0	0	Ca	28251.673136
606	28252.497396	54	13	2.470000	-	e	X1Sigma+	13	0	0	0	Ca	28252.497396
607	28263.273991	26	6	0.720000	-	f	A1Pi	3	1	0	1	Ca	28263.273991
608	28264.468473	26	6	0.720000	+	e	A1Pi	3	1	0	1	Ca	28264.468473
609	28269.420074	14	3	0.820000	-	e	X1Sigma+	14	0	0	0	Ca	28269.420074
610	28293.860710	162	40	16.650000	+	e	X1Sigma+	5	0	0	0	Ca	28293.860710
611	28321.140942	54	13	2.020000	+	f	A1Pi	2	1	0	1	Ca	28321.140942
612	28326.640278	18	4	0.900000	+	e	X1Sigma+	14	0	0	0	Ca	28326.640278
613	28326.861944	54	13	2.020000	-	e	A1Pi	2	1	0	1	Ca	28326.861944
614	28380.200340	30	7	0.860000	+	f	A1Pi	3	1	0	1	Ca	28380.200340
615	28381.792983	30	7	0.860000	-	e	A1Pi	3	1	0	1	Ca	28381.792983
616	28393.085152	94	23	6.070000	-	e	X1Sigma+	11	0	0	0	Ca	28393.085152
617	28397.927424	22	5	1.000000	-	e	X1Sigma+	14	0	0	0	Ca	28397.927424
618	28415.905092	86	21	4.620000	+	f	A1Pi	0	1	0	1	Ca	28415.905092
619	28425.229467	78	19	4.400000	-	e	X1Sigma+	12	0	0	0	Ca	28425.229467
620	28433.362494	86	21	4.620000	-	e	A1Pi	0	1	0	1	Ca	28433.362494
621	28455.285330	58	14	2.750000	+	e	X1Sigma+	13	0	0	0	Ca	28455.285330
622	28483.122019	26	6	1.120000	+	e	X1Sigma+	14	0	0	0	Ca	28483.122019
623	28512.813176	34	8	1.020000	-	f	A1Pi	3	1	0	1	Ca	28512.813176
624	28514.860860	34	8	1.020000	+	e	A1Pi	3	1	0	1	Ca	28514.860860
625	28530.185982	154	38	15.120000	+	e	X1Sigma+	6	0	0	0	Ca	28530.185982
626	28536.550028	122	30	9.750000	+	e	X1Sigma+	9	0	0	0	Ca	28536.550028
627	28554.011457	74	18	3.520000	-	f	A1Pi	1	1	0	1	Ca	28554.011457
628	28563.026167	58	14	2.300000	-	f	A1Pi	2	1	0	1	Ca	28563.026167
629	28565.887926	74	18	3.520000	+	e	A1Pi	1	1	0	1	Ca	28565.887926
630	28569.627323	58	14	2.300000	+	e	A1Pi	2	1	0	1	Ca	28569.627323
631	28582.031873	30	7	1.260000	-	e	X1Sigma+	14	0	0	0	Ca	28582.031873
632	28584.059231	110	27	8.060000	-	e	X1Sigma+	10	0	0	0	Ca	28584.059231
633	28610.077341	134	33	11.620000	-	e	X1Sigma+	8	0	0	0	Ca	28610.077341
634	28637.196445	190	47	22.660000	-	e	X1Sigma+	2	0	0	0	Ca	28637.196445
635	28640.390531	198	49	24.550000	-	e	X1Sigma+	1	0	0	0	Ca	28640.390531
636	28660.704037	38	9	1.200000	+	f	A1Pi	3	1	0	1	Ca	28660.704037
637	28663.263642	38	9	1.200000	-	e	A1Pi	3	1	0	1	Ca	28663.263642
638	28670.333272	62	15	3.050000	-	e	X1Sigma+	13	0	0	0	Ca	28670.333272
639	28687.518228	182	45	20.850000	-	e	X1Sigma+	3	0	0	0	Ca	28687.518228
640	28694.431623	34	8	1.420000	+	e	X1Sigma+	14	0	0	0	Ca	28694.431623
641	28699.276410	206	51	26.520000	-	e	X1Sigma+	0	0	0	0	Ca	28699.276410
642	28716.133538	82	20	4.800000	+	e	X1Sigma+	12	0	0	0	Ca	28716.133538
643	28746.990549	98	24	6.550000	+	e	X1Sigma+	11	0	0	0	Ca	28746.990549
644	28788.895191	174	43	19.120000	-	e	X1Sigma+	4	0	0	0	Ca	28788.895191
645	28808.295736	146	36	13.670000	+	e	X1Sigma+	7	0	0	0	Ca	28808.295736
646	28818.445957	62	15	2.600000	+	f	A1Pi	2	1	0	1	Ca	28818.445957
647	28820.062115	38	9	1.600000	-	e	X1Sigma+	14	0	0	0	Ca	28820.062115
648	28823.412284	42	10	1.400000	-	f	A1Pi	3	1	0	1	Ca	28823.412284
649	28825.990135	62	15	2.600000	-	e	A1Pi	2	1	0	1	Ca	28825.990135
650	28826.540690	42	10	1.400000	+	e	A1Pi	3	1	0	1	Ca	28826.540690
651	28829.506304	90	22	5.060000	-	f	A1Pi	0	1	0	1	Ca	28829.506304
652	28848.626316	90	22	5.060000	+	e	A1Pi	0	1	0	1	Ca	28848.626316
653	28892.206040	78	19	3.900000	+	f	A1Pi	1	1	0	1	Ca	28892.206040
654	28897.166138	66	16	3.370000	+	e	X1Sigma+	13	0	0	0	Ca	28897.166138
655	28905.402117	78	19	3.900000	-	e	A1Pi	1	1	0	1	Ca	28905.402117
656	28938.533943	166	41	17.470000	-	e	X1Sigma+	5	0	0	0	Ca	28938.533943
657	28958.629648	42	10	1.800000	+	e	X1Sigma+	14	0	0	0	Ca	28958.629648
658	28992.471989	6	1	0.420000	+	f	A1Pi	4	1	0	1	Ca	28992.471989
659	28992.525692	6	1	0.420000	-	e	A1Pi	4	1	0	1	Ca	28992.525692
660	28998.425568	114	28	8.620000	+	e	X1Sigma+	10	0	0	0	Ca	28998.425568
661	29000.424592	46	11	1.620000	+	f	A1Pi	3	1	0	1	Ca	29000.424592
662	29001.429569	126	31	10.370000	-	e	X1Sigma+	9	0	0	0	Ca	29001.429569
663	29004.178680	46	11	1.620000	-	e	A1Pi	3	1	0	1	Ca	29004.178680
664	29017.325570	86	21	5.220000	-	e	X1Sigma+	12	0	0	0	Ca	29017.325570
665	29023.205811	10	2	0.460000	-	f	A1Pi	4	1	0	1	Ca	29023.205811
666	29023.366919	10	2	0.460000	+	e	A1Pi	4	1	0	1	Ca	29023.366919
667	29069.181345	14	3	0.520000	+	f	A1Pi	4	1	0	1	Ca	29069.181345
668	29069.503561	14	3	0.520000	-	e	A1Pi	4	1	0	1	Ca	29069.503561
669	29086.604155	66	16	2.920000	-	f	A1Pi	2	1	0	1	Ca	29086.604155
670	29095.154224	66	16	2.920000	+	e	A1Pi	2	1	0	1	Ca	29095.154224
671	29109.805024	46	11	2.020000	-	e	X1Sigma+	14	0	0	0	Ca	29109.805024
672	29109.828259	102	25	7.050000	-	e	X1Sigma+	11	0	0	0	Ca	29109.828259
673	29124.005886	138	34	12.300000	+	e	X1Sigma+	8	0	0	0	Ca	29124.005886
674	29130.248301	18	4	0.600000	-	f	A1Pi	4	1	0	1	Ca	29130.248301
675	29130.785327	18	4	0.600000	+	e	A1Pi	4	1	0	1	Ca	29130.785327
676	29133.255024	158	39	15.900000	-	e	X1Sigma+	6	0	0	0	Ca	29133.255024
677	29135.270463	70	17	3.710000	-	e	X1Sigma+	13	0	0	0	Ca	29135.270463
678	29191.174295	50	12	1.860000	-	f	A1Pi	3	1	0	1	Ca	29191.174295
679	29195.610944	50	12	1.860000	+	e	A1Pi	3	1	0	1	Ca	29195.610944
680	29206.206201	22	5	0.700000	+	f	A1Pi	4	1	0	1	Ca	29206.206201
681	29207.011740	22	5	0.700000	-	e	A1Pi	4	1	0	1	Ca	29207.011740
682	29241.421600	82	20	4.300000	-	f	A1Pi	1	1	0	1	Ca	29241.421600
683	29253.126806	94	23	5.520000	+	f	A1Pi	0	1	0	1	Ca	29253.126806
684	29256.006737	82	20	4.300000	+	e	A1Pi	1	1	0	1	Ca	29256.006737
685	29273.222383	50	12	2.260000	+	e	X1Sigma+	14	0	0	0	Ca	29273.222383
686	29273.985001	94	23	5.520000	-	e	A1Pi	0	1	0	1	Ca	29273.985001
687	29296.804281	26	6	0.820000	-	f	A1Pi	4	1	0	1	Ca	29296.804281
688	29297.932035	26	6	0.820000	+	e	A1Pi	4	1	0	1	Ca	29297.932035
689	29328.147275	90	22	5.660000	+	e	X1Sigma+	12	0	0	0	Ca	29328.147275
690	29349.361937	2	0	0.750000	+	e	X1Sigma+	15	0	0	0	Ca	29349.361937
691	29362.563814	6	1	0.770000	-	e	X1Sigma+	15	0	0	0	Ca	29362.563814
692	29366.642279	70	17	3.260000	+	f	A1Pi	2	1	0	1	Ca	29366.642279
693	29369.425737	150	37	14.410000	-	e	X1Sigma+	7	0	0	0	Ca	29369.425737
694	29376.261106	70	17	3.260000	-	e	A1Pi	2	1	0	1	Ca	29376.261106
695	29384.092106	74	18	4.070000	+	e	X1Sigma+	13	0	0	0	Ca	29384.092106
696	29388.933179	10	2	0.810000	+	e	X1Sigma+	15	0	0	0	Ca	29388.933179
697	29395.040558	54	13	2.120000	+	f	A1Pi	3	1	0	1	Ca	29395.040558
698	29400.216649	54	13	2.120000	-	e	A1Pi	3	1	0	1	Ca	29400.216649
699	29401.741352	30	7	0.960000	+	f	A1Pi	4	1	0	1	Ca	29401.741352
700	29403.245024	30	7	0.960000	-	e	A1Pi	4	1	0	1	Ca	29403.245024
701	29404.878598	194	48	23.620000	+	e	X1Sigma+	2	0	0	0	Ca	29404.878598
702	29415.397111	186	46	21.770000	+	e	X1Sigma+	3	0	0	0	Ca	29415.397111
703	29420.038227	118	29	9.200000	-	e	X1Sigma+	10	0	0	0	Ca	29420.038227
704	29428.401130	14	3	0.870000	-	e	X1Sigma+	15	0	0	0	Ca	29428.401130
705	29447.598411	202	50	25.550000	+	e	X1Sigma+	1	0	0	0	Ca	29447.598411
706	29448.477749	54	13	2.520000	-	e	X1Sigma+	14	0	0	0	Ca	29448.477749
707	29472.470517	130	32	11.010000	+	e	X1Sigma+	9	0	0	0	Ca	29472.470517
708	29476.611082	178	44	20.000000	+	e	X1Sigma+	4	0	0	0	Ca	29476.611082
709	29480.840762	106	26	7.570000	+	e	X1Sigma+	11	0	0	0	Ca	29480.840762
710	29480.864008	18	4	0.950000	+	e	X1Sigma+	15	0	0	0	Ca	29480.864008
711	29520.665589	34	8	1.120000	-	f	A1Pi	4	1	0	1	Ca	29520.665589
712	29522.598882	34	8	1.120000	+	e	A1Pi	4	1	0	1	Ca	29522.598882
713	29545.873798	210	52	27.560000	+	e	X1Sigma+	0	0	0	0	Ca	29545.873798
714	29546.183023	22	5	1.050000	-	e	X1Sigma+	15	0	0	0	Ca	29546.183023
715	29585.681837	170	42	18.310000	+	e	X1Sigma+	5	0	0	0	Ca	29585.681837
716	29600.528057	86	21	4.720000	+	f	A1Pi	1	1	0	1	Ca	29600.528057
717	29611.347342	58	14	2.400000	-	f	A1Pi	3	1	0	1	Ca	29611.347342
718	29616.571708	86	21	4.720000	-	e	A1Pi	1	1	0	1	Ca	29616.571708
719	29617.319754	58	14	2.400000	+	e	A1Pi	3	1	0	1	Ca	29617.319754
720	29624.183721	26	6	1.170000	+	e	X1Sigma+	15	0	0	0	Ca	29624.183721
721	29635.127242	58	14	2.800000	+	e	X1Sigma+	14	0	0	0	Ca	29635.127242
722	29642.873813	142	35	13.000000	-	e	X1Sigma+	8	0	0	0	Ca	29642.873813
723	29643.033351	78	19	4.450000	-	e	X1Sigma+	13	0	0	0	Ca	29643.033351
724	29647.894286	94	23	6.120000	-	e	X1Sigma+	12	0	0	0	Ca	29647.894286
725	29653.174245	38	9	1.300000	+	f	A1Pi	4	1	0	1	Ca	29653.174245
726	29655.590861	38	9	1.300000	-	e	A1Pi	4	1	0	1	Ca	29655.590861
727	29657.636724	74	18	3.620000	-	f	A1Pi	2	1	0	1	Ca	29657.636724
728	29668.387178	74	18	3.620000	+	e	A1Pi	2	1	0	1	Ca	29668.387178
729	29685.435245	98	24	6.000000	-	f	A1Pi	0	1	0	1	Ca	29685.435245
730	29708.107196	98	24	6.000000	+	e	A1Pi	0	1	0	1	Ca	29708.107196
731	29714.655297	30	7	1.310000	-	e	X1Sigma+	15	0	0	0	Ca	29714.655297
732	29739.408367	162	40	16.700000	+	e	X1Sigma+	6	0	0	0	Ca	29739.408367
733	29798.813231	42	10	1.500000	-	f	A1Pi	4	1	0	1	Ca	29798.813231
734	29801.766873	42	10	1.500000	+	e	A1Pi	4	1	0	1	Ca	29801.766873
735	29817.349707	34	8	1.470000	+	e	X1Sigma+	15	0	0	0	Ca	29817.349707
736	29832.684846	62	15	3.100000	-	e	X1Sigma+	14	0	0	0	Ca	29832.684846
737	29839.362075	62	15	2.700000	+	f	A1Pi	3	1	0	1	Ca	29839.362075
738	29846.187689	62	15	2.700000	-	e	A1Pi	3	1	0	1	Ca	29846.187689
739	29848.042602	122	30	9.800000	+	e	X1Sigma+	10	0	0	0	Ca	29848.042602
740	29859.220038	110	27	8.110000	-	e	X1Sigma+	11	0	0	0	Ca	29859.220038
741	29911.449246	82	20	4.850000	+	e	X1Sigma+	13	0	0	0	Ca	29911.449246
742	29911.571960	6	1	0.520000	+	f	A1Pi	5	1	0	1	Ca	29911.571960
743	29911.624151	6	1	0.520000	-	e	A1Pi	5	1	0	1	Ca	29911.624151
744	29931.980550	38	9	1.650000	-	e	X1Sigma+	15	0	0	0	Ca	29931.980550
745	29934.152689	154	38	15.170000	+	e	X1Sigma+	7	0	0	0	Ca	29934.152689
746	29939.103312	10	2	0.560000	-	f	A1Pi	5	1	0	1	Ca	29939.103312
747	29939.259885	10	2	0.560000	+	e	A1Pi	5	1	0	1	Ca	29939.259885
748	29948.777282	134	33	11.670000	-	e	X1Sigma+	9	0	0	0	Ca	29948.777282
749	29957.076539	46	11	1.720000	+	f	A1Pi	4	1	0	1	Ca	29957.076539
750	29958.595414	78	19	4.000000	+	f	A1Pi	2	1	0	1	Ca	29958.595414
751	29960.620910	46	11	1.720000	-	e	A1Pi	4	1	0	1	Ca	29960.620910
752	29968.306425	90	22	5.160000	-	f	A1Pi	1	1	0	1	Ca	29968.306425
753	29970.540363	78	19	4.000000	-	e	A1Pi	2	1	0	1	Ca	29970.540363
754	29975.811126	98	24	6.600000	+	e	X1Sigma+	12	0	0	0	Ca	29975.811126
755	29980.277199	14	3	0.620000	+	f	A1Pi	5	1	0	1	Ca	29980.277199
756	29980.590345	14	3	0.620000	-	e	A1Pi	5	1	0	1	Ca	29980.590345
757	29985.878043	90	22	5.160000	+	e	A1Pi	1	1	0	1	Ca	29985.878043
758	30034.945731	18	4	0.700000	-	f	A1Pi	5	1	0	1	Ca	30034.945731
759	30035.467642	18	4	0.700000	+	e	A1Pi	5	1	0	1	Ca	30035.467642
760	30040.619636	66	16	3.420000	+	e	X1Sigma+	14	0	0	0	Ca	30040.619636
761	30058.221686	42	10	1.850000	+	e	X1Sigma+	15	0	0	0	Ca	30058.221686
762	30078.293951	66	16	3.020000	-	f	A1Pi	3	1	0	1	Ca	30078.293951
763	30086.029647	66	16	3.020000	+	e	A1Pi	3	1	0	1	Ca	30086.029647
764	30102.911510	22	5	0.800000	+	f	A1Pi	5	1	0	1	Ca	30102.911510
765	30103.694376	22	5	0.800000	-	e	A1Pi	5	1	0	1	Ca	30103.694376
766	30124.979078	102	25	6.500000	+	f	A1Pi	0	1	0	1	Ca	30124.979078
767	30127.405432	50	12	1.960000	-	f	A1Pi	4	1	0	1	Ca	30127.405432
768	30131.594234	50	12	1.960000	+	e	A1Pi	4	1	0	1	Ca	30131.594234
769	30143.380703	190	47	22.710000	-	e	X1Sigma+	3	0	0	0	Ca	30143.380703
770	30149.540359	102	25	6.500000	-	e	A1Pi	0	1	0	1	Ca	30149.540359
771	30165.206878	182	45	20.900000	-	e	X1Sigma+	4	0	0	0	Ca	30165.206878
772	30165.749573	146	36	13.720000	+	e	X1Sigma+	8	0	0	0	Ca	30165.749573
773	30171.802241	198	49	24.600000	-	e	X1Sigma+	2	0	0	0	Ca	30171.802241
774	30183.927400	26	6	0.920000	-	f	A1Pi	5	1	0	1	Ca	30183.927400
775	30185.023412	26	6	0.920000	+	e	A1Pi	5	1	0	1	Ca	30185.023412
776	30188.642931	86	21	5.270000	-	e	X1Sigma+	13	0	0	0	Ca	30188.642931
777	30195.705501	46	11	2.070000	-	e	X1Sigma+	15	0	0	0	Ca	30195.705501
778	30234.391930	174	43	19.170000	-	e	X1Sigma+	5	0	0	0	Ca	30234.391930
779	30244.100405	114	28	8.670000	+	e	X1Sigma+	11	0	0	0	Ca	30244.100405
780	30253.104867	206	51	26.570000	-	e	X1Sigma+	1	0	0	0	Ca	30253.104867
781	30258.352290	70	17	3.760000	-	e	X1Sigma+	14	0	0	0	Ca	30258.352290
782	30268.453719	82	20	4.400000	-	f	A1Pi	2	1	0	1	Ca	30268.453719
783	30277.696201	30	7	1.060000	+	f	A1Pi	5	1	0	1	Ca	30277.696201
784	30279.157551	30	7	1.060000	-	e	A1Pi	5	1	0	1	Ca	30279.157551
785	30281.525841	126	31	10.420000	-	e	X1Sigma+	10	0	0	0	Ca	30281.525841
786	30281.656031	82	20	4.400000	+	e	A1Pi	2	1	0	1	Ca	30281.656031
787	30309.187311	54	13	2.220000	+	f	A1Pi	4	1	0	1	Ca	30309.187311
788	30311.084716	102	25	7.100000	-	e	X1Sigma+	12	0	0	0	Ca	30311.084716
789	30314.074246	54	13	2.220000	-	e	A1Pi	4	1	0	1	Ca	30314.074246
790	30327.291715	70	17	3.360000	+	f	A1Pi	3	1	0	1	Ca	30327.291715
791	30335.994373	70	17	3.360000	-	e	A1Pi	3	1	0	1	Ca	30335.994373
792	30343.439521	94	23	5.620000	+	f	A1Pi	1	1	0	1	Ca	30343.439521
793	30344.020780	50	12	2.310000	+	e	X1Sigma+	15	0	0	0	Ca	30344.020780
794	30347.709753	166	41	17.520000	-	e	X1Sigma+	6	0	0	0	Ca	30347.709753
795	30362.608559	94	23	5.620000	-	e	A1Pi	1	1	0	1	Ca	30362.608559
796	30371.667018	2	0	0.800000	+	e	X1Sigma+	16	0	0	0	Ca	30371.667018
797	30383.550044	6	1	0.820000	-	e	X1Sigma+	16	0	0	0	Ca	30383.550044
798	30383.870177	34	8	1.220000	-	f	A1Pi	5	1	0	1	Ca	30383.870177
799	30385.749055	34	8	1.220000	+	e	A1Pi	5	1	0	1	Ca	30385.749055
800	30389.762161	214	53	28.620000	-	e	X1Sigma+	0	0	0	0	Ca	30389.762161
801	30407.277588	10	2	0.860000	+	e	X1Sigma+	16	0	0	0	Ca	30407.277588
802	30429.394756	138	34	12.350000	+	e	X1Sigma+	9	0	0	0	Ca	30429.394756
803	30442.772427	14	3	0.920000	-	e	X1Sigma+	16	0	0	0	Ca	30442.772427
804	30473.859654	90	22	5.710000	+	e	X1Sigma+	13	0	0	0	Ca	30473.859654
805	30485.250698	74	18	4.120000	+	e	X1Sigma+	14	0	0	0	Ca	30485.250698
806	30489.918197	18	4	1.000000	+	e	X1Sigma+	16	0	0	0	Ca	30489.918197
807	30501.513430	158	39	15.950000	-	e	X1Sigma+	7	0	0	0	Ca	30501.513430
808	30501.754136	58	14	2.500000	-	f	A1Pi	4	1	0	1	Ca	30501.754136
809	30502.050373	38	9	1.400000	+	f	A1Pi	5	1	0	1	Ca	30502.050373
810	30502.710038	54	13	2.570000	-	e	X1Sigma+	15	0	0	0	Ca	30502.710038
811	30504.398971	38	9	1.400000	-	e	A1Pi	5	1	0	1	Ca	30504.398971
812	30507.392908	58	14	2.500000	+	e	A1Pi	4	1	0	1	Ca	30507.392908
813	30548.558744	22	5	1.100000	-	e	X1Sigma+	16	0	0	0	Ca	30548.558744
814	30570.162938	106	26	7.020000	-	f	A1Pi	0	1	0	1	Ca	30570.162938
815	30585.440719	74	18	3.720000	-	f	A1Pi	3	1	0	1	Ca	30585.440719
816	30586.069466	86	21	4.820000	+	f	A1Pi	2	1	0	1	Ca	30586.069466
817	30595.167219	74	18	3.720000	+	e	A1Pi	3	1	0	1	Ca	30595.167219
818	30596.689121	106	26	7.020000	+	e	A1Pi	0	1	0	1	Ca	30596.689121
819	30600.592009	86	21	4.820000	-	e	A1Pi	2	1	0	1	Ca	30600.592009
820	30618.497209	26	6	1.220000	+	e	X1Sigma+	16	0	0	0	Ca	30618.497209
821	30631.785656	42	10	1.600000	-	f	A1Pi	5	1	0	1	Ca	30631.785656
822	30634.549097	118	29	9.250000	-	e	X1Sigma+	11	0	0	0	Ca	30634.549097
823	30634.656164	42	10	1.600000	+	e	A1Pi	5	1	0	1	Ca	30634.656164
824	30652.835883	106	26	7.620000	+	e	X1Sigma+	12	0	0	0	Ca	30652.835883
825	30671.266209	58	14	2.850000	+	e	X1Sigma+	15	0	0	0	Ca	30671.266209
826	30691.640010	150	37	14.460000	-	e	X1Sigma+	8	0	0	0	Ca	30691.640010
827	30699.206504	6	1	0.620000	+	f	A1Pi	6	1	0	1	Ca	30699.206504
828	30699.257027	6	1	0.620000	-	e	A1Pi	6	1	0	1	Ca	30699.257027
829	30699.494826	30	7	1.360000	-	e	X1Sigma+	16	0	0	0	Ca	30699.494826
830	30704.380212	62	15	2.800000	+	f	A1Pi	4	1	0	1	Ca	30704.380212
831	30710.824522	62	15	2.800000	-	e	A1Pi	4	1	0	1	Ca	30710.824522
832	30719.506245	130	32	11.060000	+	e	X1Sigma+	10	0	0	0	Ca	30719.506245
833	30720.624358	78	19	4.500000	-	e	X1Sigma+	14	0	0	0	Ca	30720.624358
834	30723.712647	10	2	0.660000	-	f	A1Pi	6	1	0	1	Ca	30723.712647
835	30723.864215	10	2	0.660000	+	e	A1Pi	6	1	0	1	Ca	30723.864215
836	30724.500624	98	24	6.100000	-	f	A1Pi	1	1	0	1	Ca	30724.500624
837	30745.336534	98	24	6.100000	+	e	A1Pi	1	1	0	1	Ca	30745.336534
838	30760.348484	14	3	0.720000	+	f	A1Pi	6	1	0	1	Ca	30760.348484
839	30760.651621	14	3	0.720000	-	e	A1Pi	6	1	0	1	Ca	30760.651621
840	30766.279006	94	23	6.170000	-	e	X1Sigma+	13	0	0	0	Ca	30766.279006
841	30772.571372	46	11	1.820000	+	f	A1Pi	5	1	0	1	Ca	30772.571372
842	30776.015982	46	11	1.820000	-	e	A1Pi	5	1	0	1	Ca	30776.015982
843	30791.269370	34	8	1.520000	+	e	X1Sigma+	16	0	0	0	Ca	30791.269370
844	30808.965605	18	4	0.800000	-	f	A1Pi	6	1	0	1	Ca	30808.965605
845	30809.470833	18	4	0.800000	+	e	A1Pi	6	1	0	1	Ca	30809.470833
846	30849.128481	62	15	3.150000	-	e	X1Sigma+	15	0	0	0	Ca	30849.128481
847	30851.758935	78	19	4.100000	+	f	A1Pi	3	1	0	1	Ca	30851.758935
848	30853.752934	186	46	21.820000	+	e	X1Sigma+	4	0	0	0	Ca	30853.752934
849	30862.566157	78	19	4.100000	-	e	A1Pi	3	1	0	1	Ca	30862.566157
850	30869.365496	22	5	0.900000	+	f	A1Pi	6	1	0	1	Ca	30869.365496
851	30870.123338	22	5	0.900000	-	e	A1Pi	6	1	0	1	Ca	30870.123338
852	30870.562513	194	48	23.670000	+	e	X1Sigma+	3	0	0	0	Ca	30870.562513
853	30883.706029	178	44	20.050000	+	e	X1Sigma+	5	0	0	0	Ca	30883.706029
854	30893.493194	38	9	1.700000	-	e	X1Sigma+	16	0	0	0	Ca	30893.493194
855	30910.216653	90	22	5.260000	-	f	A1Pi	2	1	0	1	Ca	30910.216653
856	30913.296246	142	35	13.050000	-	e	X1Sigma+	9	0	0	0	Ca	30913.296246
857	30916.279064	66	16	3.120000	-	f	A1Pi	4	1	0	1	Ca	30916.279064
858	30923.582616	66	16	3.120000	+	e	A1Pi	4	1	0	1	Ca	30923.582616
859	30923.847448	50	12	2.060000	-	f	A1Pi	5	1	0	1	Ca	30923.847448
860	30926.122296	90	22	5.260000	+	e	A1Pi	2	1	0	1	Ca	30926.122296
861	30927.918351	50	12	2.060000	+	e	A1Pi	5	1	0	1	Ca	30927.918351
862	30937.076420	202	50	25.600000	+	e	X1Sigma+	2	0	0	0	Ca	30937.076420
863	30941.298923	26	6	1.020000	-	f	A1Pi	6	1	0	1	Ca	30941.298923
864	30942.359902	26	6	1.020000	+	e	A1Pi	6	1	0	1	Ca	30942.359902
865	30957.168179	170	42	18.360000	+	e	X1Sigma+	6	0	0	0	Ca	30957.168179
866	30963.717178	82	20	4.900000	+	e	X1Sigma+	14	0	0	0	Ca	30963.717178
867	31000.108144	110	27	8.160000	-	e	X1Sigma+	12	0	0	0	Ca	31000.108144
868	31005.790766	42	10	1.900000	+	e	X1Sigma+	16	0	0	0	Ca	31005.790766
869	31019.220009	110	27	7.560000	+	f	A1Pi	0	1	0	1	Ca	31019.220009
870	31024.465052	30	7	1.160000	+	f	A1Pi	6	1	0	1	Ca	31024.465052
871	31025.879691	30	7	1.160000	-	e	A1Pi	6	1	0	1	Ca	31025.879691
872	31029.553722	122	30	9.850000	+	e	X1Sigma+	11	0	0	0	Ca	31029.553722
873	31035.677019	66	16	3.470000	+	e	X1Sigma+	15	0	0	0	Ca	31035.677019
874	31047.786668	110	27	7.560000	-	e	A1Pi	0	1	0	1	Ca	31047.786668
875	31056.023061	210	52	27.610000	+	e	X1Sigma+	1	0	0	0	Ca	31056.023061
876	31065.004725	98	24	6.650000	+	e	X1Sigma+	13	0	0	0	Ca	31065.004725
877	31070.480244	162	40	16.750000	+	e	X1Sigma+	7	0	0	0	Ca	31070.480244
878	31084.995750	54	13	2.320000	+	f	A1Pi	5	1	0	1	Ca	31084.995750
879	31089.745137	54	13	2.320000	-	e	A1Pi	5	1	0	1	Ca	31089.745137
880	31109.939552	102	25	6.600000	+	f	A1Pi	1	1	0	1	Ca	31109.939552
881	31118.510230	34	8	1.320000	-	f	A1Pi	6	1	0	1	Ca	31118.510230
882	31120.329051	34	8	1.320000	+	e	A1Pi	6	1	0	1	Ca	31120.329051
883	31125.191381	82	20	4.500000	-	f	A1Pi	3	1	0	1	Ca	31125.191381
884	31127.735559	46	11	2.120000	-	e	X1Sigma+	16	0	0	0	Ca	31127.735559
885	31132.511788	102	25	6.600000	-	e	A1Pi	1	1	0	1	Ca	31132.511788
886	31136.598994	70	17	3.460000	+	f	A1Pi	4	1	0	1	Ca	31136.598994
887	31137.136206	82	20	4.500000	+	e	A1Pi	3	1	0	1	Ca	31137.136206
888	31144.815490	70	17	3.460000	-	e	A1Pi	4	1	0	1	Ca	31144.815490
889	31160.919052	134	33	11.720000	-	e	X1Sigma+	10	0	0	0	Ca	31160.919052
890	31213.698071	86	21	5.320000	-	e	X1Sigma+	14	0	0	0	Ca	31213.698071
891	31219.476514	154	38	15.220000	+	e	X1Sigma+	8	0	0	0	Ca	31219.476514
892	31223.026306	38	9	1.500000	+	f	A1Pi	6	1	0	1	Ca	31223.026306
893	31225.299832	38	9	1.500000	-	e	A1Pi	6	1	0	1	Ca	31225.299832
894	31230.041013	218	54	29.700000	+	e	X1Sigma+	0	0	0	0	Ca	31230.041013
895	31230.226216	70	17	3.810000	-	e	X1Sigma+	15	0	0	0	Ca	31230.226216
896	31234.806294	2	0	0.850000	+	e	X1Sigma+	17	0	0	0	Ca	31234.806294
897	31239.577305	94	23	5.720000	+	f	A1Pi	2	1	0	1	Ca	31239.577305
898	31245.191798	6	1	0.870000	-	e	X1Sigma+	17	0	0	0	Ca	31245.191798
899	31255.336371	58	14	2.600000	-	f	A1Pi	5	1	0	1	Ca	31255.336371
